nombre,url nar,urls db en nar y redirigida son iguales,url db en nar,url db redirigida,codigo status url db,status url db,ultima modificacion de pagina con url db en nar,categoria 1,subcategoria 1,categoria 2,subcategoria 2,categoria 3,subcategoria 3,doi,url redirigida del doi,
dbCoRC,https://www.oxfordjournals.org/nar/database/summary/12,True,http://dbcorc.cam-su.org/,http://dbcorc.cam-su.org/,200,OK,,,,,,,,http://dx.doi.org/10.1093/nar/gkx796,http://academic.oup.com/nar/article/46/D1/D71/4103600,
DiseaseEnhancer,https://www.oxfordjournals.org/nar/database/summary/13,,http://biocc.hrbmu.edu.cn/DiseaseEnhancer/,,"('Connection aborted.', BadStatusLine(' OK\r\n'))","('Connection aborted.', BadStatusLine(' OK\r\n'))",,,,,,,,http://dx.doi.org/10.1093/nar/gkx920,http://academic.oup.com/nar/article/46/D1/D78/4559115,
DreamBASE,https://www.oxfordjournals.org/nar/database/summary/14,False,http://rna.sysu.edu.cn/dreamBase,https://rna.sysu.edu.cn/dreamBase/,200,OK,,,,,,,,http://dx.doi.org/10.1093/nar/gkx972,http://academic.oup.com/nar/article/46/D1/D85/4559812,
EpiDenovo,https://www.oxfordjournals.org/nar/database/summary/15,,http://61.148.58.210:8080/EpiDenovo/,,"HTTPConnectionPool(host='61.148.58.210', port=8080): Max retries exceeded with url: /EpiDenovo/ (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5b1c7f0>: Failed to establish a new connection: [Errno 111] Connection refused'))","HTTPConnectionPool(host='61.148.58.210', port=8080): Max retries exceeded with url: /EpiDenovo/ (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5b1c7f0>: Failed to establish a new connection: [Errno 111] Connection refused'))",,,,,,,,http://dx.doi.org/10.1093/nar/gkx918,http://academic.oup.com/nar/article/46/D1/D92/4428999,
ExoRBase,https://www.oxfordjournals.org/nar/database/summary/17,False,http://www.exoRBase.org,http://www.exorbase.org/,504,Gateway Time-out,,,,,,,,http://dx.doi.org/10.1093/nar/gkx891,http://academic.oup.com/nar/article/46/D1/D106/4372483,
HEDD,https://www.oxfordjournals.org/nar/database/summary/18,True,http://zdzlab.einstein.yu.edu/1/hedd.php,http://zdzlab.einstein.yu.edu/1/hedd.php,404,Not Found,,,,,,,,http://dx.doi.org/10.1093/nar/gkx988,http://academic.oup.com/nar/article/46/D1/D113/4564801,
ICG,https://www.oxfordjournals.org/nar/database/summary/19,False,http://icg.big.ac.cn,http://icg.big.ac.cn/index.php/Main_Page,200,OK,12 Apr 2022,,,,,,,http://dx.doi.org/10.1093/nar/gkx875,http://academic.oup.com/nar/article/46/D1/D121/4282671,
ITSoneDB,https://www.oxfordjournals.org/nar/database/summary/20,True,http://itsonedb.cloud.ba.infn.it/,http://itsonedb.cloud.ba.infn.it/,200,OK,,,,,,,,http://dx.doi.org/10.1093/nar/gkx855,http://academic.oup.com/nar/article/46/D1/D127/4210943,
Lnc2Meth,https://www.oxfordjournals.org/nar/database/summary/21,False,http://www.bio-bigdata.com/Lnc2Meth,http://www.bio-bigdata.com/Lnc2Meth/,200,OK,24 May 2019,,,,,,,http://dx.doi.org/10.1093/nar/gkx985,http://academic.oup.com/nar/article/46/D1/D133/4561655,
m6AVar,https://www.oxfordjournals.org/nar/database/summary/22,False,http://m6avar.renlab.org/,https://rmvar.renlab.org/,200,OK,03 Nov 2020,,,,,,,http://dx.doi.org/10.1093/nar/gkx895,http://academic.oup.com/nar/article/46/D1/D139/4316107,
mirTrans,https://www.oxfordjournals.org/nar/database/summary/26,False,http://mcube.nju.edu.cn/jwang/lab/soft/mirtrans/,https://mcube.nju.edu.cn/jwang/lab/soft/mirtrans/,200,OK,,,,,,,,http://dx.doi.org/10.1093/nar/gkx996,http://academic.oup.com/nar/article/46/D1/D168/4564804,
MeDReaders,https://www.oxfordjournals.org/nar/database/summary/23,False,http://medreader.org/,http://medreader.org/home,200,,,,,,,,,http://dx.doi.org/10.1093/nar/gkx1096,http://academic.oup.com/nar/article/46/D1/D146/4626765,
miRCarta,https://www.oxfordjournals.org/nar/database/summary/25,True,https://mircarta.cs.uni-saarland.de/,https://mircarta.cs.uni-saarland.de/,200,OK,,,,,,,,http://dx.doi.org/10.1093/nar/gkx851,http://academic.oup.com/nar/article/46/D1/D160/4191334,
MINTbase,https://www.oxfordjournals.org/nar/database/summary/24,True,https://cm.jefferson.edu/MINTbase/,https://cm.jefferson.edu/MINTbase/,200,OK,,,,,,,,http://dx.doi.org/10.1093/nar/gkx1075,http://academic.oup.com/nar/article/46/D1/D152/4653530,
MGA,https://www.oxfordjournals.org/nar/database/summary/27,,http://ccg.vital-it.ch/mga/,,"HTTPSConnectionPool(host='ccg.epfl.ch', port=443): Max retries exceeded with url: //mga/ (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1123)')))","HTTPSConnectionPool(host='ccg.epfl.ch', port=443): Max retries exceeded with url: //mga/ (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1123)')))",,,,,,,,http://dx.doi.org/10.1093/nar/gkx995,http://academic.oup.com/nar/article/46/D1/D175/4563313,
MSDD,https://www.oxfordjournals.org/nar/database/summary/28,True,http://www.bio-bigdata.com/msdd/,http://www.bio-bigdata.com/msdd/,200,OK,31 May 2019,,,,,,,http://dx.doi.org/10.1093/nar/gkx1035,http://academic.oup.com/nar/article/46/D1/D181/4584636,
OverGeneDB,https://www.oxfordjournals.org/nar/database/summary/29,False,http://overgenedb.amu.edu.pl,http://overgenedb.amu.edu.pl/,200,OK,,,,,,,,http://dx.doi.org/10.1093/nar/gkx948,http://academic.oup.com/nar/article/46/D1/D186/4561643,
RISE,https://www.oxfordjournals.org/nar/database/summary/30,False,http://rise.zhanglab.net,http://rise.zhanglab.net/,200,OK,19 Aug 2020,,,,,,,http://dx.doi.org/10.1093/nar/gkx864,https://academic.oup.com/nar/article/46/D1/D194/4344571,
RNArchitecture,https://www.oxfordjournals.org/nar/database/summary/31,True,http://iimcb.genesilico.pl/RNArchitecture/,http://iimcb.genesilico.pl/RNArchitecture/,200,OK,16 May 2022,,,,,,,http://dx.doi.org/10.1093/nar/gkx966,http://academic.oup.com/nar/article/doi/10.1093/nar/gkx966/4561639,
TranslatomeDB,https://www.oxfordjournals.org/nar/database/summary/32,True,http://www.translatomedb.net/,http://www.translatomedb.net/,200,OK,24 Nov 2020,,,,,,,http://dx.doi.org/10.1093/nar/gkx1034,http://academic.oup.com/nar/article/46/D1/D206/4584635,
APPRIS,https://www.oxfordjournals.org/nar/database/summary/33,,http://appris-tools.org,,"HTTPConnectionPool(host='appris-tools.org', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0xa5bfc640>, 'Connection to appris-tools.org timed out. (connect timeout=120)'))","HTTPConnectionPool(host='appris-tools.org', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0xa5bfc640>, 'Connection to appris-tools.org timed out. (connect timeout=120)'))",,Nucleotide Sequence Databases,"Gene structure, introns and exons, splice sites",,,,,http://dx.doi.org/10.1093/nar/gkx997,http://academic.oup.com/nar/article/46/D1/D213/4561658,
ARED-Plus,https://www.oxfordjournals.org/nar/database/summary/34,False,http://brp.kfshrc.edu.sa/ared,https://brp.kfshrc.edu.sa/ared,200,OK,,Nucleotide Sequence Databases,,,,,,http://dx.doi.org/10.1093/nar/gkx975,http://academic.oup.com/nar/article/46/D1/D218/4564798,
CCDS,https://www.oxfordjournals.org/nar/database/summary/35,False,https://www.ncbi.nlm.nih.gov/CCDS/CcdsBrowse.cgi and ftp://ftp.ncbi.nlm.nih.gov/pub/CCDS/,https://www.ncbi.nlm.nih.gov/CCDS/CcdsBrowse.cgi%20and%20ftp://ftp.ncbi.nlm.nih.gov/pub/CCDS/,404,Not Found,,,,,,,,http://dx.doi.org/10.1093/nar/gkx1031,http://academic.oup.com/nar/article/46/D1/D221/4595661,
DBTSS/DBKERO,https://www.oxfordjournals.org/nar/database/summary/36,False,http://dbtss.hgc.jp/,https://dbtss.hgc.jp/,200,OK,13 Apr 2020,Nucleotide Sequence Databases,Transcriptional regulator sites and transcription factors,,,,,http://dx.doi.org/10.1093/nar/gkx1001,http://academic.oup.com/nar/article/46/D1/D229/4602866,
DIANA-TarBase,https://www.oxfordjournals.org/nar/database/summary/37,False,http://www.microrna.gr/tarbase,http://www.microrna.gr/tarbase/,200,OK,02 Mar 2022,,,,,,,http://dx.doi.org/10.1093/nar/gkx1141,http://academic.oup.com/nar/article/46/D1/D239/4634010,
Expression Atlas,https://www.oxfordjournals.org/nar/database/summary/38,False,http://www.ebi.ac.uk/gxa,https://www.ebi.ac.uk/gxa/home,200,,,Microarray Data and other Gene Expression Databases,,,,,,http://dx.doi.org/10.1093/nar/gkx1158,http://academic.oup.com/nar/article/46/D1/D246/4641906,
HOCOMOCO,https://www.oxfordjournals.org/nar/database/summary/39,False,http://hocomoco.autosome.ru/ and http://www.cbrc.kaust.edu.sa/hocomoco11/,https://hocomoco11.autosome.org/%20and%20http://www.cbrc.kaust.edu.sa/hocomoco11/,404,Not Found,,Nucleotide Sequence Databases,Transcriptional regulator sites and transcription factors,,,,,http://dx.doi.org/10.1093/nar/gkx1106,http://academic.oup.com/nar/article/46/D1/D252/4616875,
JASPAR,https://www.oxfordjournals.org/nar/database/summary/40,False,http://jaspar.genereg.net,https://jaspar.genereg.net/,200,OK,,Nucleotide Sequence Databases,Transcriptional regulator sites and transcription factors,,,,,http://dx.doi.org/10.1093/nar/gkx1126,http://academic.oup.com/nar/article/46/D1/D260/4621338,
ReMap,https://www.oxfordjournals.org/nar/database/summary/41,,http://remap.cisreg.eu,,"HTTPConnectionPool(host='remap.cisreg.eu', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5b30d60>: Failed to establish a new connection: [Errno -2] Name or service not known'))","HTTPConnectionPool(host='remap.cisreg.eu', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5b30d60>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,,,,,,,http://dx.doi.org/10.1093/nar/gkx1092,http://academic.oup.com/nar/article/46/D1/D267/4602873,
lncRNASNP2,https://www.oxfordjournals.org/nar/database/summary/42,True,http://bioinfo.life.hust.edu.cn/lncRNASNP2,http://bioinfo.life.hust.edu.cn/lncRNASNP2,200,OK,,Nucleotide Sequence Databases,,,,,,http://dx.doi.org/10.1093/nar/gkx1004,http://academic.oup.com/nar/article/46/D1/D276/4564797,
MeT-DB,https://www.oxfordjournals.org/nar/database/summary/43,False,http://compgenomics.utsa.edu/MeTDB/ and http://www.xjtlu.edu.cn/metdb2,http://compgenomics.utsa.edu/MeTDB/%20and%20http://www.xjtlu.edu.cn/metdb2,404,Not Found,,RNA sequence databases,,,,,,http://dx.doi.org/10.1093/nar/gkx1080,http://academic.oup.com/nar/article/46/D1/D281/4602872,
MethBank,https://www.oxfordjournals.org/nar/database/summary/44,False,http://bigd.big.ac.cn/methbank,https://ngdc.cncb.ac.cn/methbank/,200,,,Nucleotide Sequence Databases,Coding and non-coding DNA,,,,,http://dx.doi.org/10.1093/nar/gkx1139,http://academic.oup.com/nar/article/46/D1/D288/4637581,
miRTarBase,https://www.oxfordjournals.org/nar/database/summary/45,,http://miRTarBase.mbc.nctu.edu.tw/,,"HTTPConnectionPool(host='mirtarbase.mbc.nctu.edu.tw', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5b30208>: Failed to establish a new connection: [Errno -2] Name or service not known'))","HTTPConnectionPool(host='mirtarbase.mbc.nctu.edu.tw', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5b30208>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,Nucleotide Sequence Databases,,,,,,http://dx.doi.org/10.1093/nar/gkx1067,http://academic.oup.com/nar/article/46/D1/D296/4595852,
MODOMICS,https://www.oxfordjournals.org/nar/database/summary/46,False,http://modomics.genesilico.pl,https://iimcb.genesilico.pl/modomics/,200,OK,,RNA sequence databases,,,,,,http://dx.doi.org/10.1093/nar/gkx1030,http://academic.oup.com/nar/article/46/D1/D303/4584632,
NONCODEv5,https://www.oxfordjournals.org/nar/database/summary/47,False,http://www.noncode.org,http://www.noncode.org/,200,OK,,RNA sequence databases,,,,,,http://dx.doi.org/10.1093/nar/gkx1107,http://academic.oup.com/nar/article/46/D1/D308/4616876,
PolyA_DB,https://www.oxfordjournals.org/nar/database/summary/48,,http://www.polya-db.org/v3.beta/,,"HTTPConnectionPool(host='www.polya-db.org', port=80): Max retries exceeded with url: /v3.beta/ (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0xa5b30460>, 'Connection to www.polya-db.org timed out. (connect timeout=120)'))","HTTPConnectionPool(host='www.polya-db.org', port=80): Max retries exceeded with url: /v3.beta/ (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0xa5b30460>, 'Connection to www.polya-db.org timed out. (connect timeout=120)'))",,RNA sequence databases,,,,,,http://dx.doi.org/10.1093/nar/gkx1000,http://academic.oup.com/nar/article/46/D1/D315/4561640,
ChannelsDB,https://www.oxfordjournals.org/nar/database/summary/61,False,http://ncbr.muni.cz/ChannelsDB,http://ncbr.muni.cz/ChannelsDB/,200,OK,11 May 2022,,,,,,,http://dx.doi.org/10.1093/nar/gkx868,http://academic.oup.com/nar/article/46/D1/D399/4316099,
STCRDab,https://www.oxfordjournals.org/nar/database/summary/62,False,http://opig.stats.ox.ac.uk/webapps/stcrdab,http://opig.stats.ox.ac.uk/webapps/stcrdab/,200,OK,,,,,,,,http://dx.doi.org/10.1093/nar/gkx971,http://academic.oup.com/nar/article/46/D1/D406/4566020,
PRODORIC2,https://www.oxfordjournals.org/nar/database/summary/49,False,http://www.prodoric2.de,https://www.prodoric.de/,200,OK,,Nucleotide Sequence Databases,Transcriptional regulator sites and transcription factors,,,,,http://dx.doi.org/10.1093/nar/gkx1091,http://academic.oup.com/nar/article/46/D1/D320/4607805,
RMBase,https://www.oxfordjournals.org/nar/database/summary/50,False,http://rna.sysu.edu.cn/rmbase/,https://rna.sysu.edu.cn/rmbase/,200,OK,,RNA sequence databases,,,,,,http://dx.doi.org/10.1093/nar/gkx934,http://academic.oup.com/nar/article/46/D1/D327/4429298,
MNDR,https://www.oxfordjournals.org/nar/database/summary/56,True,http://www.rna-society.org/mndr/,http://www.rna-society.org/mndr/,200,OK,11 Oct 2020,,,,,,,https://doi.org/10.1093/nar/gkaa707,https://academic.oup.com/nar/article/49/D1/D160/5896430,
AmyPro,https://www.oxfordjournals.org/nar/database/summary/59,False,http://amypro.net,http://amypro.net/,200,OK,22 Sep 2017,,,,,,,http://dx.doi.org/10.1093/nar/gkx950,http://academic.oup.com/nar/article/46/D1/D387/4508877,
anti-CRISPRdb,https://www.oxfordjournals.org/nar/database/summary/60,,http://cefg.uestc.edu.cn/anti-CRISPRdb/,,"HTTPConnectionPool(host='cefg.uestc.edu.cn', port=80): Max retries exceeded with url: /anti-CRISPRdb/ (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5b1c298>: Failed to establish a new connection: [Errno -2] Name or service not known'))","HTTPConnectionPool(host='cefg.uestc.edu.cn', port=80): Max retries exceeded with url: /anti-CRISPRdb/ (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5b1c298>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,,,,,,,http://dx.doi.org/10.1093/nar/gkx835,http://academic.oup.com/nar/article/46/D1/D393/4191329,
Rfam,https://www.oxfordjournals.org/nar/database/summary/51,False,http://rfam.org,https://rfam.org/,200,OK,16 May 2022,RNA sequence databases,,,,,,http://dx.doi.org/10.1093/nar/gkaa1047,https://academic.oup.com/nar/article/49/D1/D192/5992291,
TFClass,https://www.oxfordjournals.org/nar/database/summary/52,False,http://tfclass.bioinf.med.uni-goettingen.de,http://tfclass.bioinf.med.uni-goettingen.de/,200,OK,,Nucleotide Sequence Databases,Transcriptional regulator sites and transcription factors,,,,,http://dx.doi.org/10.1093/nar/gkx987,http://academic.oup.com/nar/article/46/D1/D343/4566021,
YEASTRACT,https://www.oxfordjournals.org/nar/database/summary/53,True,http://www.yeastract.com/,http://www.yeastract.com/,200,OK,,Nucleotide Sequence Databases,Transcriptional regulator sites and transcription factors,,,,,http://dx.doi.org/10.1093/nar/gkx842,http://academic.oup.com/nar/article/46/D1/D348/4191333,
mirDIP,https://www.oxfordjournals.org/nar/database/summary/55,True,http://ophid.utoronto.ca/mirDIP/,http://ophid.utoronto.ca/mirDIP/,200,OK,,,,,,,,http://dx.doi.org/10.1093/nar/gkx1144,http://academic.oup.com/nar/article/46/D1/D360/4670951,
miRandola,https://www.oxfordjournals.org/nar/database/summary/54,True,http://mirandola.iit.cnr.it/,http://mirandola.iit.cnr.it/,200,OK,,,,,,,,http://dx.doi.org/10.1093/nar/gkx854,http://academic.oup.com/nar/article/46/D1/D354/4191335,
RMDB,https://www.oxfordjournals.org/nar/database/summary/57,False,http://rmdb.stanford.edu,https://rmdb.stanford.edu/,200,OK,,,,,,,,http://dx.doi.org/10.1093/nar/gkx873,http://academic.oup.com/nar/article/46/D1/D375/4372478,
TRRUST v2,https://www.oxfordjournals.org/nar/database/summary/58,False,http://combio.snu.ac.kr/aspedia,http://combio.snu.ac.kr/aspedia/,200,OK,,,,,,,,http://dx.doi.org/10.1093/nar/gkx1013,http://academic.oup.com/nar/article/46/D1/D380/4566018,
Target-Pathogen,https://www.oxfordjournals.org/nar/database/summary/63,False,http://target.sbg.qb.fcen.uba.ar/patho,http://target.sbg.qb.fcen.uba.ar/patho/,200,OK,,,,,,,,http://dx.doi.org/10.1093/nar/gkx1015,http://academic.oup.com/nar/article/46/D1/D413/4584621,
VDJdb,https://www.oxfordjournals.org/nar/database/summary/64,False,https://vdjdb.cdr3.net/.,https://vdjdb.cdr3.net/,200,OK,,Protein sequence databases,Protein sequence motifs and active sites,,,,,http://dx.doi.org/10.1093/nar/gkx760,http://academic.oup.com/nar/article/46/D1/D419/4101254,
ELM,https://www.oxfordjournals.org/nar/database/summary/65,False,http://elm.eu.org,http://elm.eu.org/,200,OK,,Structure Databases,Protein structure,,,,,http://dx.doi.org/10.1093/nar/gkx1077,http://academic.oup.com/nar/article/46/D1/D428/4612965,
Gene3D,https://www.oxfordjournals.org/nar/database/summary/66,False,http://gene3d.biochem.ucl.ac.uk,http://gene3d.biochem.ucl.ac.uk/,503,Service Temporarily Unavailable,,Protein sequence databases,Databases of individual protein families,,,,,http://dx.doi.org/10.1093/nar/gkx1069,http://academic.oup.com/nar/article/46/D1/D435/4588111,
GPCRdb,https://www.oxfordjournals.org/nar/database/summary/67,False,http://www.gpcrdb.org,https://gpcrdb.org/,200,OK,,Protein sequence databases,Databases of individual protein families,,,,,https://doi.org/10.1093/nar/gkaa1080,https://academic.oup.com/nar/article/49/D1/D335/6018432,
iUUCD,https://www.oxfordjournals.org/nar/database/summary/68,True,http://iuucd.biocuckoo.org/,http://iuucd.biocuckoo.org/,200,OK,,Protein sequence databases,Databases of individual protein families,,,,,http://dx.doi.org/10.1093/nar/gkx1041,http://academic.oup.com/nar/article/46/D1/D447/4584638,
KNOTTIN,https://www.oxfordjournals.org/nar/database/summary/69,False,http://www.dsimb.inserm.fr/KNOTTIN/,https://www.dsimb.inserm.fr/KNOTTIN/,200,OK,,Structure Databases,,,,,,http://dx.doi.org/10.1093/nar/gkx1084,http://academic.oup.com/nar/article/46/D1/D454/4607803,
MetalPDB,https://www.oxfordjournals.org/nar/database/summary/70,,http://metalweb.cerm.unifi.it/,,"HTTPSConnectionPool(host='metalpdb.cerm.unifi.it', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1123)')))","HTTPSConnectionPool(host='metalpdb.cerm.unifi.it', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1123)')))",,Protein sequence databases,Protein sequence motifs and active sites,,,,,http://dx.doi.org/10.1093/nar/gkx989,http://academic.oup.com/nar/article/46/D1/D459/4564802,
Minimotif miner,https://www.oxfordjournals.org/nar/database/summary/71,,http://minimotifminer.org and mnm.engr.uconn.edu,,"HTTPConnectionPool(host='minimotifminer.org%20and%20mnm.engr.uconn.edu', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5b1cbf8>: Failed to establish a new connection: [Errno -2] Name or service not known'))","HTTPConnectionPool(host='minimotifminer.org%20and%20mnm.engr.uconn.edu', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5b1cbf8>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,Protein sequence databases,Protein properties,,,,,http://dx.doi.org/10.1093/nar/gkx1085,http://academic.oup.com/nar/article/46/D1/D465/4616869,
MobiDB,https://www.oxfordjournals.org/nar/database/summary/72,False,https://mobidb.org,https://mobidb.org/,200,OK,13 Apr 2022,Protein sequence databases,Protein domain databases, protein classification,,,,,https://doi.org/10.1093/nar/gkaa1058,https://academic.oup.com/nar/article/49/D1/D361/6006190
OMA,https://www.oxfordjournals.org/nar/database/summary/73,False,https://omabrowser.org,https://omabrowser.org/,200,OK,15 Mar 2018,Structure Databases,,,,,,https://doi.org/10.1093/nar/gkaa1007,https://academic.oup.com/nar/article/49/D1/D373/5974092,
PDBe,https://www.oxfordjournals.org/nar/database/summary/74,False,http://pdbe.org,https://www.ebi.ac.uk/pdbe/,200,OK,,Protein sequence databases,Protein domain databases, protein classification,,,,,http://dx.doi.org/10.1093/nar/gkz990,https://academic.oup.com/nar/advance-article/doi/10.1093/nar/gkz990/5613681
SMART,https://www.oxfordjournals.org/nar/database/summary/75,False,http://smart.embl.de,http://smart.embl.de/,200,OK,,Protein sequence databases,,,,,,http://dx.doi.org/10.1093/nar/gkx922,http://academic.oup.com/nar/article/46/D1/D493/4429069,
sORFs.org,https://www.oxfordjournals.org/nar/database/summary/76,False,http://www.sorfs.org,http://www.sorfs.org/,200,OK,,,,,,,,http://dx.doi.org/10.1093/nar/gkx1130,http://academic.oup.com/nar/article/46/D1/D497/4621340,
NLSdb,https://www.oxfordjournals.org/nar/database/summary/77,True,https://rostlab.org/services/nlsdb/,https://rostlab.org/services/nlsdb/,200,OK,,,,,,,,http://dx.doi.org/10.1093/nar/gkx1021,http://academic.oup.com/nar/article/46/D1/D503/4584625,
ClusterCAD,https://www.oxfordjournals.org/nar/database/summary/78,,https://clustercad.jbei.org and http://clustercad.igb.uci.edu,,"HTTPSConnectionPool(host='clustercad.jbei.org%20and%20http', port=443): Max retries exceeded with url: //clustercad.igb.uci.edu (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0xa5b300d0>: Failed to establish a new connection: [Errno -2] Name or service not known'))","HTTPSConnectionPool(host='clustercad.jbei.org%20and%20http', port=443): Max retries exceeded with url: //clustercad.igb.uci.edu (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0xa5b300d0>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,,,,,,,http://dx.doi.org/10.1093/nar/gkx893,http://academic.oup.com/nar/article/46/D1/D509/4430923,
